msisdn,risk_score,risk_tier,source,trigger_reason,source_file
5L0GImi7SOpbIx0i+3WwXA==,0.9612572,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cvH4XHAaWNAu7BRufPpurQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
VBRW5h+OzdOQpzR1WjkDJg==,1.0,BLACK,RULE,"R7_ShortBurst: 5s avg duration, 46 calls",fraud_model_2
tU59acv9+1rp4GePhzHFNQ==,0.97965187,BLACK,ML,High_Prob_XGBoost,fraud_model_2
R8JZbksIfMlJKGEHnxZ5MA==,0.9854925,BLACK,ML,High_Prob_XGBoost,fraud_model_2
mZH8yjqW1fsy9hkrCcMnVw==,0.9187828,BLACK,ML,High_Prob_XGBoost,fraud_model_2
aOYllVkQUppLgeambefXUQ==,0.9407209,BLACK,ML,High_Prob_XGBoost,fraud_model_2
rYXeUmRgYwx40HvvX+jY9g==,0.9693644,BLACK,ML,High_Prob_XGBoost,fraud_model_2
HNWXElXMAceYaUrbgJ61zQ==,0.90587723,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Grsu0vzAuHI+HVlVE8u30g==,0.9840666,BLACK,ML,High_Prob_XGBoost,fraud_model_2
phI17a3VrmTn6A++xQqoQg==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
j8bslrH+n2t8pcPTef+Ziw==,0.95516634,BLACK,ML,High_Prob_XGBoost,fraud_model_2
6OTfVb65s8+hEZ+oqxqA/w==,0.9107406,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Ra58yks75ibX0CSVkh6MAg==,0.9860976,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Rbs4ePYyX/UemJSntVt7JA==,0.924687,BLACK,ML,High_Prob_XGBoost,fraud_model_2
tU59acv9+1rp4GePhzHFNQ==,0.97965187,BLACK,ML,High_Prob_XGBoost,fraud_model_2
MlTzTRv0461dpiD18RB4qg==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ilU0/gKN19vgyVbL6iJY8A==,0.95516634,BLACK,ML,High_Prob_XGBoost,fraud_model_2
nHbd58KqSf2irrFHQAijuw==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
xkIuncy6MIl4JaTsWcX9Pg==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
c4MhIepr5Fqwd+UmC+4f5A==,0.9818294,BLACK,ML,High_Prob_XGBoost,fraud_model_2
FOtVHnYcK9u7VoZ/T5VZ6g==,0.9991559,BLACK,ML,High_Prob_XGBoost,fraud_model_2
eGPhbfCk4sQNEmVbhLLcMA==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
AZzMPerQPvU5A5dGz/oi+w==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
AZzMPerQPvU5A5dGz/oi+w==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
2QyvFCtMyqPQ772k+Aa1rw==,0.9860976,BLACK,ML,High_Prob_XGBoost,fraud_model_2
rRivhqN3LkOJP/JNkwv63w==,0.94122916,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Lq5hDRDPiGf2xhTq9Vtxqw==,0.9604874,BLACK,ML,High_Prob_XGBoost,fraud_model_2
5qLpRp1alQ7r9Ktuy8oRAQ==,0.9014707,BLACK,ML,High_Prob_XGBoost,fraud_model_2
M5RBlMbGIsrUfxBgJMaA5g==,0.9213677,BLACK,ML,High_Prob_XGBoost,fraud_model_2
mIkYyxVkH14R7c/mzxh5+g==,0.937612,BLACK,ML,High_Prob_XGBoost,fraud_model_2
OqVwcPx74G4jK8cdvRjTWQ==,0.9202107,BLACK,ML,High_Prob_XGBoost,fraud_model_2
eC/n9M2cDvLWhaMj4r9OxA==,1.0,BLACK,RULE,"R7_ShortBurst: 10s avg duration, 35 calls",fraud_model_2
9XTSaX5+mlTdq42PtqrlDA==,0.9854925,BLACK,ML,High_Prob_XGBoost,fraud_model_2
UwCBax8+839x42xkVs88MA==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
agqmheXMZB8D84PtBk1gyA==,0.95177263,BLACK,ML,High_Prob_XGBoost,fraud_model_2
my+P9iOo44xgFDjFKkJB1w==,0.97965187,BLACK,ML,High_Prob_XGBoost,fraud_model_2
my+P9iOo44xgFDjFKkJB1w==,0.97965187,BLACK,ML,High_Prob_XGBoost,fraud_model_2
vY7VvvDndBFjVjrbC5M/Ow==,0.94122916,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cjU2hsgkR/sHpJx50kw4Ew==,0.9343022,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cbZmNt9FhoKe503VIHaj+Q==,0.9843656,BLACK,ML,High_Prob_XGBoost,fraud_model_2
8PA4j/GRMnE33A9StGgxRw==,0.9023711,BLACK,ML,High_Prob_XGBoost,fraud_model_2
T7thtOAMRGfbO2X8T4BLlw==,0.98926383,BLACK,ML,High_Prob_XGBoost,fraud_model_2
AZzMPerQPvU5A5dGz/oi+w==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
uSx+8P4SwLbDRio/f4OdBA==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (18 calls),fraud_model_2
cGA5je2TA0wGwzF5/JKrMg==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
DFrcJtKz2OWbttZY4ZxHsA==,0.9679602,BLACK,ML,High_Prob_XGBoost,fraud_model_2
kRxIG3ZHWGwSCkBBfyIxVQ==,0.9622463,BLACK,ML,High_Prob_XGBoost,fraud_model_2
u7H8nQG63ou5gQwKbIvqvw==,0.88130236,BLACK,ML,High_Prob_XGBoost,fraud_model_2
nDUbG62mpSkgxxbpZ4kfkA==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
l3nGoemaq231cOroJxHymg==,0.9411777,BLACK,ML,High_Prob_XGBoost,fraud_model_2
0hEeLx4EH7E+HjeujLAk5Q==,0.95907897,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cGA5je2TA0wGwzF5/JKrMg==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
z5v8cdeDdlODRzdmsDmRRQ==,0.9991048,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/wZlELIGTKWYlEdebP4IdQ==,0.97963655,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Wo130pvtGbittyT/k+dZhg==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
pS44/M3v37vHzJtKj0ExKg==,0.95208764,BLACK,ML,High_Prob_XGBoost,fraud_model_2
bgYfRKvJkjDNpa69nMysog==,0.95516634,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ftY6QKN+LZWavvIdQs13kg==,0.9882953,BLACK,ML,High_Prob_XGBoost,fraud_model_2
nVHAmBjTxWezAi4VyDearg==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
6gPZtPOqhZSc46318xrz/Q==,0.9623537,BLACK,ML,High_Prob_XGBoost,fraud_model_2
sSr4MyKT30tJq27HxHqbRQ==,0.9604874,BLACK,ML,High_Prob_XGBoost,fraud_model_2
yvYuKFFSP08nV1/Bem7i8g==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
am2c/KGkYFjqg1EtfRyJKg==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
fWZ1a1Qe3i4JSLHUAsuE3g==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
9KVGoTKe2tBoGR7/oKpx3Q==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
w01vs3mJAfqevH6nhkl9aw==,1.0,BLACK,RULE,"R7_ShortBurst: 9s avg duration, 70 calls",fraud_model_2
5tpWKUogCBJZwewsNErJIQ==,0.9623537,BLACK,ML,High_Prob_XGBoost,fraud_model_2
TTfV0jTdxelw+nBl1f8rkA==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
8ekpLzLRWTz+QK2a/qobrw==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
jIzUdrgQEHAbQESuknYXKA==,0.9533444,BLACK,ML,High_Prob_XGBoost,fraud_model_2
LRojsf3a4v4r83wxLI5D4w==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ppmaPBZah8QZu1wOzaZ4Wg==,0.9107406,BLACK,ML,High_Prob_XGBoost,fraud_model_2
dUACHICl+9gokX08PVx9Yg==,0.85540813,BLACK,ML,High_Prob_XGBoost,fraud_model_2
TlAYPfN6blWnAz7XS6FK8A==,1.0,BLACK,RULE,"R7_ShortBurst: 7s avg duration, 71 calls",fraud_model_2
6PQq5vNNVNFD9jP2r0roOg==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
LjDf+oXes5rLwrDyxdMQMA==,0.9411777,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ilU0/gKN19vgyVbL6iJY8A==,0.95516634,BLACK,ML,High_Prob_XGBoost,fraud_model_2
P5zG0n2SUzcvUPcYvRSRxw==,0.93911153,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Lq5hDRDPiGf2xhTq9Vtxqw==,0.9604874,BLACK,ML,High_Prob_XGBoost,fraud_model_2
TbbNfccLMCyNYTFKchVLwg==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
5qLpRp1alQ7r9Ktuy8oRAQ==,0.9014707,BLACK,ML,High_Prob_XGBoost,fraud_model_2
jzY4RcIaJgJgK/yExlnhJA==,0.9818294,BLACK,ML,High_Prob_XGBoost,fraud_model_2
qS9FpWBDHej6orE9N3PEfA==,0.9522875,BLACK,ML,High_Prob_XGBoost,fraud_model_2
vWTrWs82qPyUpdEZkwdf3Q==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Lw66bifhPtcVUp5XcwafoA==,0.9991048,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ftY6QKN+LZWavvIdQs13kg==,0.9882953,BLACK,ML,High_Prob_XGBoost,fraud_model_2
TrjR02XzTLEO1s9MLdINoQ==,0.9613957,BLACK,ML,High_Prob_XGBoost,fraud_model_2
mZH8yjqW1fsy9hkrCcMnVw==,0.9187828,BLACK,ML,High_Prob_XGBoost,fraud_model_2
uQFU0tzA/cY3pZw38LOUmg==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
yWh5n4W5T070qD6nqaMWyA==,0.9892721,BLACK,ML,High_Prob_XGBoost,fraud_model_2
H5eFxyczzwYtzRGvoOKazA==,0.96787673,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PDtu6knhJo84MTjMl6H9rg==,0.9843656,BLACK,ML,High_Prob_XGBoost,fraud_model_2
drjItGJ8RV6DMg2zMve50A==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Op13Q/1kH3/usQkdQvJiGQ==,0.9284241,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PHiVzO7Iwsn8EkO3XKQQOQ==,0.968073,BLACK,ML,High_Prob_XGBoost,fraud_model_2
R8JZbksIfMlJKGEHnxZ5MA==,0.9854925,BLACK,ML,High_Prob_XGBoost,fraud_model_2
B9ZuL3fNEaL8hLCxbpAgTg==,0.9679602,BLACK,ML,High_Prob_XGBoost,fraud_model_2
bUJkrCITZnpBIrwVFyNm9w==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
6J8dVxfW2OwcqOj+sC/vMg==,0.98834455,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Kz7X6VlDQwUgLQ6UmZURfQ==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
FmoAn1K9tpGLzjW58lqciA==,0.937612,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Oautf8k3l7W70GKQdHWE8A==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
h/5+Tf5Q0EaOP1AIjG4zuw==,0.9063044,BLACK,ML,High_Prob_XGBoost,fraud_model_2
J226JiU4CwuGD1Beean5yw==,0.9612572,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Qyr7V+HaDFjx5iDY3F521Q==,0.9411777,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PvBfed8Dnll51fDnv+AM4Q==,0.9833347,BLACK,ML,High_Prob_XGBoost,fraud_model_2
0g9BJPiQ7wxojjFZqiYobg==,0.96025276,BLACK,ML,High_Prob_XGBoost,fraud_model_2
0f10LURrE4yp9gDPUdxiFw==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Op13Q/1kH3/usQkdQvJiGQ==,0.9284241,BLACK,ML,High_Prob_XGBoost,fraud_model_2
97wjJRn4Fn9Fyoof32Ee6A==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
XBbjTO8Ie939Va7xilGxPg==,0.9817151,BLACK,ML,High_Prob_XGBoost,fraud_model_2
e1WcyyDla9VhFsAbHh/07A==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
bgYfRKvJkjDNpa69nMysog==,0.95516634,BLACK,ML,High_Prob_XGBoost,fraud_model_2
AxjnisWTkLML22LatawhaA==,0.98834455,BLACK,ML,High_Prob_XGBoost,fraud_model_2
uPeAA9G+Sc86RsJWSyTVDw==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
yeQUMLLv2/VcahRwQpp7jg==,0.9612572,BLACK,ML,High_Prob_XGBoost,fraud_model_2
kRzy94hHSlW8cZyEOAZynA==,0.99056226,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/h+LwftgaFAG9B8PuE5crg==,0.9843656,BLACK,ML,High_Prob_XGBoost,fraud_model_2
5qLpRp1alQ7r9Ktuy8oRAQ==,0.9014707,BLACK,ML,High_Prob_XGBoost,fraud_model_2
mCVmYPipq/0yNaaD7Xqgsg==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cvH4XHAaWNAu7BRufPpurQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cvH4XHAaWNAu7BRufPpurQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
S4bRHZjbxzv3Zb8zJv8ngg==,0.9653539,BLACK,ML,High_Prob_XGBoost,fraud_model_2
azODJxuSlIwqdwYS0lUJRA==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/MMNBYB54rfw7Pq7vwybqQ==,0.9908743,BLACK,ML,High_Prob_XGBoost,fraud_model_2
nHbd58KqSf2irrFHQAijuw==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
nHbd58KqSf2irrFHQAijuw==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/wZlELIGTKWYlEdebP4IdQ==,0.97963655,BLACK,ML,High_Prob_XGBoost,fraud_model_2
e99YVsNf/QNMMAFgPUMiWA==,0.95516634,BLACK,ML,High_Prob_XGBoost,fraud_model_2
BlUBUtFxn0OM0NWlMlgWew==,0.9626734,BLACK,ML,High_Prob_XGBoost,fraud_model_2
CeBk9e6LBTD7FShnYgBXPg==,0.99023205,BLACK,ML,High_Prob_XGBoost,fraud_model_2
tRxMyTL8vUvBUfD30BMhHA==,0.9843656,BLACK,ML,High_Prob_XGBoost,fraud_model_2
W4osp2HD+2a+kasko6gpGA==,0.95516634,BLACK,ML,High_Prob_XGBoost,fraud_model_2
bwg0FwUYjzB2pII6V9RFZg==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
FNF1Lt9e6ollESoiX5awWA==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
x7ha3oH4Ogp7NGdgER+LIg==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ppmaPBZah8QZu1wOzaZ4Wg==,0.9107406,BLACK,ML,High_Prob_XGBoost,fraud_model_2
J2p9V+qe2IO7xwyaMvMTRA==,0.96716356,BLACK,ML,High_Prob_XGBoost,fraud_model_2
1tNnKlGgj3SoHn8yPlDxCQ==,0.97047687,BLACK,ML,High_Prob_XGBoost,fraud_model_2
56cCFvSTJKn6MctORTr+/Q==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
HNWXElXMAceYaUrbgJ61zQ==,0.90587723,BLACK,ML,High_Prob_XGBoost,fraud_model_2
uTdmT5QkC4APmcuV345oiA==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
8PA4j/GRMnE33A9StGgxRw==,0.9023711,BLACK,ML,High_Prob_XGBoost,fraud_model_2
W4osp2HD+2a+kasko6gpGA==,0.95516634,BLACK,ML,High_Prob_XGBoost,fraud_model_2
2mFnBcAYbSTFAVaFFPzeig==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Js6fpEILy5ijwLzkYqs/9w==,0.9957188,BLACK,ML,High_Prob_XGBoost,fraud_model_2
72fDpKIqOwxEWYd92gtO5w==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
rWS5+FZRlNEwyKffHMvtCw==,0.85863954,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Hs0bTSVN8Ls35SBdsAQNTg==,0.968073,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/MMNBYB54rfw7Pq7vwybqQ==,0.9908743,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/wZlELIGTKWYlEdebP4IdQ==,0.97963655,BLACK,ML,High_Prob_XGBoost,fraud_model_2
c/4xx5D9Jg304GlAjLIFDw==,0.97328645,BLACK,ML,High_Prob_XGBoost,fraud_model_2
6gPZtPOqhZSc46318xrz/Q==,0.9623537,BLACK,ML,High_Prob_XGBoost,fraud_model_2
te8P6hcRfjV6aiI7roPOYQ==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
BCIebDJjLKo+VdyUJar9ww==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
lpQ9pTtLlD0iLd3S+MNDPA==,0.9533444,BLACK,ML,High_Prob_XGBoost,fraud_model_2
7xYeKYsgQvbidgxjOmcXfw==,0.9200957,BLACK,ML,High_Prob_XGBoost,fraud_model_2
isJUTlFYJXcyS9an+fqvLQ==,0.9836584,BLACK,ML,High_Prob_XGBoost,fraud_model_2
eIBW7s2hO9KgmqP9wC4I/Q==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
AZICWlSzAIZ33iV5YkN7ng==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
P4nxJae4ng6k2OxKj/Hd1Q==,0.9107406,BLACK,ML,High_Prob_XGBoost,fraud_model_2
P4nxJae4ng6k2OxKj/Hd1Q==,0.9107406,BLACK,ML,High_Prob_XGBoost,fraud_model_2
7M5rjD2Nea0jtusmYY+JtQ==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
vfIRj4//A3CXAX/vjfHbUA==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
K/EqypGk4ne/0n6Wyx0zxA==,0.9836584,BLACK,ML,High_Prob_XGBoost,fraud_model_2
hwLb9vQrrCpw6mZEXFSiCQ==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
xeTBlD9/whRPuZdKpqJy0Q==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
eO9sP/xJ82DpNlQZ5basYw==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PGvkJ4nMsXw0mHbL5PCURQ==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/MMNBYB54rfw7Pq7vwybqQ==,0.9908743,BLACK,ML,High_Prob_XGBoost,fraud_model_2
rYXeUmRgYwx40HvvX+jY9g==,0.9693644,BLACK,ML,High_Prob_XGBoost,fraud_model_2
GbrngENZwKcN4KekgWj8VA==,0.9406728,BLACK,ML,High_Prob_XGBoost,fraud_model_2
XxXUrvRWHokfQiHIF/nN+Q==,0.9833347,BLACK,ML,High_Prob_XGBoost,fraud_model_2
yWh5n4W5T070qD6nqaMWyA==,0.9892721,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Chyby0p6GR5wYQ3ZGo1tlg==,0.89263016,BLACK,ML,High_Prob_XGBoost,fraud_model_2
lmEJIqpfBkorM85Vsokzug==,0.9632028,BLACK,ML,High_Prob_XGBoost,fraud_model_2
3su6Sf11fx1PxK3vHoa1Og==,0.9833347,BLACK,ML,High_Prob_XGBoost,fraud_model_2
AyA0FV1U0I2q8GKG989zrg==,0.9818294,BLACK,ML,High_Prob_XGBoost,fraud_model_2
mZH8yjqW1fsy9hkrCcMnVw==,0.9187828,BLACK,ML,High_Prob_XGBoost,fraud_model_2
hxObVCA8uK1DF0HltYiKgA==,0.96716356,BLACK,ML,High_Prob_XGBoost,fraud_model_2
M5RBlMbGIsrUfxBgJMaA5g==,0.9213677,BLACK,ML,High_Prob_XGBoost,fraud_model_2
h4TsE8u2zh4gJ7PjLKA+vw==,0.9869006,BLACK,ML,High_Prob_XGBoost,fraud_model_2
lnSqJ48RlZ3581JWWwn58w==,0.93911153,BLACK,ML,High_Prob_XGBoost,fraud_model_2
9eEw1P6CWl4XFq+5BNM/BQ==,0.9612572,BLACK,ML,High_Prob_XGBoost,fraud_model_2
8+zndTaX3eBU6rUaSsMG8A==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
saPPx7xuy1IhuLTyVbxxxw==,0.98616576,BLACK,ML,High_Prob_XGBoost,fraud_model_2
wYfY6SupU4j1iMLe4M0tdg==,0.96716356,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/MMNBYB54rfw7Pq7vwybqQ==,0.9908743,BLACK,ML,High_Prob_XGBoost,fraud_model_2
3jWd6epqkcvIwDFzoJ8N/Q==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
E8zmH6QNDzx4R1M62vA72w==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
te8P6hcRfjV6aiI7roPOYQ==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
uTdmT5QkC4APmcuV345oiA==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
W4osp2HD+2a+kasko6gpGA==,0.95516634,BLACK,ML,High_Prob_XGBoost,fraud_model_2
isJUTlFYJXcyS9an+fqvLQ==,0.9836584,BLACK,ML,High_Prob_XGBoost,fraud_model_2
OaiuFeLnRC2lbvEWIQkRbg==,0.9626734,BLACK,ML,High_Prob_XGBoost,fraud_model_2
FNF1Lt9e6ollESoiX5awWA==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
l3nGoemaq231cOroJxHymg==,0.9411777,BLACK,ML,High_Prob_XGBoost,fraud_model_2
pS44/M3v37vHzJtKj0ExKg==,0.95208764,BLACK,ML,High_Prob_XGBoost,fraud_model_2
1kZM41sofn/n4Sh/gWOvRg==,0.86568713,BLACK,ML,High_Prob_XGBoost,fraud_model_2
K/EqypGk4ne/0n6Wyx0zxA==,0.9836584,BLACK,ML,High_Prob_XGBoost,fraud_model_2
tVnvod2l6jSe8Pra5z4NPQ==,1.0,BLACK,RULE,"R7_ShortBurst: 12s avg duration, 94 calls",fraud_model_2
F2MnynD1plEexdCs53jWNg==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
y21nHI0HCJW9QAiLkPdalA==,0.9626734,BLACK,ML,High_Prob_XGBoost,fraud_model_2
P4nxJae4ng6k2OxKj/Hd1Q==,0.9107406,BLACK,ML,High_Prob_XGBoost,fraud_model_2
W+eGhcmqfmQfBkIOyJhvbQ==,0.88130236,BLACK,ML,High_Prob_XGBoost,fraud_model_2
kRzy94hHSlW8cZyEOAZynA==,0.99056226,BLACK,ML,High_Prob_XGBoost,fraud_model_2
lXs8lCgjDoD814mTWRVH6g==,0.96084154,BLACK,ML,High_Prob_XGBoost,fraud_model_2
9ueWsbX3+NTnUrnc0SQAUw==,0.9626734,BLACK,ML,High_Prob_XGBoost,fraud_model_2
rYXeUmRgYwx40HvvX+jY9g==,0.9693644,BLACK,ML,High_Prob_XGBoost,fraud_model_2
d+M/Dtnq4vUfJoyWuciNhA==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
MhmG1ncf+/rKK3oqVJAm4w==,0.98926383,BLACK,ML,High_Prob_XGBoost,fraud_model_2
e2e5dz+RH8WpLI5nX5gslg==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
OaiuFeLnRC2lbvEWIQkRbg==,0.9626734,BLACK,ML,High_Prob_XGBoost,fraud_model_2
zVeBxglZ0g/4/Gvsh2xQ1Q==,0.9187828,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ItvhV6XewF9g20zw5vojjQ==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
R8JZbksIfMlJKGEHnxZ5MA==,0.9854925,BLACK,ML,High_Prob_XGBoost,fraud_model_2
my+P9iOo44xgFDjFKkJB1w==,0.97965187,BLACK,ML,High_Prob_XGBoost,fraud_model_2
hsAXUAL12mt4lczTpaOugw==,0.9860976,BLACK,ML,High_Prob_XGBoost,fraud_model_2
EYSetMNoB4nSKw43MV/cpA==,0.9114658,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/wZlELIGTKWYlEdebP4IdQ==,0.97963655,BLACK,ML,High_Prob_XGBoost,fraud_model_2
v5oCBtVMgdkZhv0YXMEypg==,0.9843656,BLACK,ML,High_Prob_XGBoost,fraud_model_2
1wdjtsNALiBBWR3anYG/Pw==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
VtDJwogP/Y4blXEkAjqV0Q==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
CUVjWMKBkFgMTSDql7LcDA==,0.8871216,BLACK,ML,High_Prob_XGBoost,fraud_model_2
3su6Sf11fx1PxK3vHoa1Og==,0.9833347,BLACK,ML,High_Prob_XGBoost,fraud_model_2
1kZM41sofn/n4Sh/gWOvRg==,0.86568713,BLACK,ML,High_Prob_XGBoost,fraud_model_2
xeTBlD9/whRPuZdKpqJy0Q==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
WMrNvi423jzFSOMLfW9s1w==,0.95907897,BLACK,ML,High_Prob_XGBoost,fraud_model_2
JpNy+75C/hoJYxm0xXvUAg==,0.9632028,BLACK,ML,High_Prob_XGBoost,fraud_model_2
k0lxpKp1h3g5O9CtWszDoQ==,0.9632028,BLACK,ML,High_Prob_XGBoost,fraud_model_2
S7GuCuscn6MoR8Ntq3UaXQ==,0.924687,BLACK,ML,High_Prob_XGBoost,fraud_model_2
eIBW7s2hO9KgmqP9wC4I/Q==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
bwg0FwUYjzB2pII6V9RFZg==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
l3nGoemaq231cOroJxHymg==,0.9411777,BLACK,ML,High_Prob_XGBoost,fraud_model_2
saPPx7xuy1IhuLTyVbxxxw==,0.98616576,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cGA5je2TA0wGwzF5/JKrMg==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
z5v8cdeDdlODRzdmsDmRRQ==,0.9991048,BLACK,ML,High_Prob_XGBoost,fraud_model_2
GeDSaDPqpz7qJEzNil4IUQ==,0.9833347,BLACK,ML,High_Prob_XGBoost,fraud_model_2
TbbNfccLMCyNYTFKchVLwg==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
emVBBrzG3Bc7j//g3HaR6A==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
2QyvFCtMyqPQ772k+Aa1rw==,0.9860976,BLACK,ML,High_Prob_XGBoost,fraud_model_2
BU5cjyByitqob6DP7I92QA==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
aOYllVkQUppLgeambefXUQ==,0.9407209,BLACK,ML,High_Prob_XGBoost,fraud_model_2
